Time,TemperatureF,Dew_PointF,Humidity,Sea_Level_PressureIn,VisibilityMPH,Wind_Direction,Wind_SpeedMPH,Conditions,WindDirDegrees,date,hour,Precipitation_flag
2016-01-01 19:51:00,37.0,19.0,48,30.02,10.0,West,9.2,Clear,280,2016-01-01,19,0
2016-01-01 20:51:00,36.0,19.0,50,30.03,10.0,WNW,6.9,Clear,290,2016-01-01,20,0
2016-01-01 21:51:00,35.1,19.9,54,30.02,10.0,North,6.9,Clear,0,2016-01-01,21,0
2016-01-01 22:51:00,35.1,19.0,52,30.03,10.0,Variable,5.8,Clear,0,2016-01-01,22,0
2016-01-01 23:51:00,35.1,16.0,46,30.03,10.0,West,9.2,Clear,270,2016-01-01,23,0
2016-01-02 00:51:00,34.0,15.1,46,30.02,10.0,Variable,5.8,Mostly Cloudy,0,2016-01-02,0,1
2016-01-02 01:51:00,34.0,16.0,48,30.02,10.0,West,8.1,Clear,270,2016-01-02,1,0
2016-01-02 02:51:00,34.0,17.1,50,30.04,10.0,WNW,8.1,Clear,290,2016-01-02,2,0
2016-01-02 03:51:00,34.0,17.1,50,30.03,10.0,West,13.8,Clear,280,2016-01-02,3,0
2016-01-02 04:51:00,33.1,18.0,54,30.04,10.0,West,10.4,Clear,280,2016-01-02,4,0
2016-01-02 05:51:00,33.1,18.0,54,30.05,10.0,West,9.2,Clear,270,2016-01-02,5,0
2016-01-02 06:51:00,33.1,18.0,54,30.06,10.0,Calm,0.0,Scattered Clouds,0,2016-01-02,6,0
2016-01-02 07:51:00,34.0,18.0,52,30.07,10.0,West,4.6,Overcast,270,2016-01-02,7,1
2016-01-02 08:51:00,34.0,17.1,50,30.09,10.0,West,6.9,Overcast,260,2016-01-02,8,1
2016-01-02 09:51:00,35.1,17.1,48,30.1,10.0,Variable,5.8,Overcast,0,2016-01-02,9,1
2016-01-02 10:51:00,37.0,18.0,46,30.08,10.0,Variable,5.8,Overcast,0,2016-01-02,10,1
2016-01-02 11:51:00,37.0,17.1,44,30.05,10.0,Variable,4.6,Scattered Clouds,0,2016-01-02,11,0
2016-01-02 12:51:00,37.9,17.1,43,30.01,10.0,WNW,8.1,Scattered Clouds,290,2016-01-02,12,0
2016-01-02 13:51:00,39.0,18.0,43,29.99,10.0,WSW,8.1,Clear,250,2016-01-02,13,0
2016-01-02 14:51:00,39.0,19.0,45,29.98,10.0,WNW,9.2,Clear,290,2016-01-02,14,0
2016-01-02 15:51:00,39.9,19.0,43,29.99,10.0,WNW,6.9,Overcast,290,2016-01-02,15,1
2016-01-02 16:51:00,39.0,18.0,43,30.0,10.0,Variable,6.9,Overcast,0,2016-01-02,16,1
2016-01-02 17:51:00,37.0,17.1,44,30.01,10.0,NW,5.8,Clear,310,2016-01-02,17,0
2016-01-02 18:51:00,36.0,17.1,46,30.01,10.0,Calm,0.0,Clear,0,2016-01-02,18,0
2016-01-02 19:51:00,36.0,17.1,46,30.01,10.0,WNW,6.9,Clear,290,2016-01-02,19,0
2016-01-02 20:51:00,35.1,18.0,50,30.0,10.0,WSW,4.6,Clear,240,2016-01-02,20,0
2016-01-02 21:51:00,36.0,18.0,48,29.99,10.0,North,4.6,Clear,0,2016-01-02,21,0
2016-01-02 22:51:00,35.1,19.0,52,29.97,10.0,Variable,6.9,Clear,0,2016-01-02,22,0
2016-01-02 23:51:00,36.0,19.9,52,29.96,10.0,WSW,8.1,Clear,250,2016-01-02,23,0
2016-01-03 00:51:00,35.1,19.9,54,29.94,10.0,Calm,0.0,Clear,0,2016-01-03,0,0
2016-01-03 01:51:00,36.0,19.9,52,29.92,10.0,West,11.5,Clear,260,2016-01-03,1,0
2016-01-03 02:51:00,36.0,19.9,52,29.89,10.0,WSW,6.9,Clear,240,2016-01-03,2,0
2016-01-03 03:51:00,36.0,19.9,52,29.86,10.0,North,6.9,Clear,0,2016-01-03,3,0
2016-01-03 04:51:00,37.0,19.9,50,29.86,10.0,Variable,6.9,Clear,0,2016-01-03,4,0
2016-01-03 05:51:00,36.0,19.9,52,29.84,10.0,Variable,4.6,Clear,0,2016-01-03,5,0
2016-01-03 06:51:00,35.1,21.0,57,29.85,10.0,WSW,4.6,Clear,250,2016-01-03,6,0
2016-01-03 07:51:00,36.0,21.0,55,29.85,10.0,Variable,4.6,Clear,0,2016-01-03,7,0
2016-01-03 08:51:00,37.9,21.0,51,29.85,10.0,WSW,10.4,Clear,240,2016-01-03,8,0
2016-01-03 09:51:00,39.0,21.0,49,29.86,10.0,North,10.4,Clear,0,2016-01-03,9,0
2016-01-03 10:51:00,43.0,19.9,40,29.83,10.0,Variable,5.8,Clear,0,2016-01-03,10,0
2016-01-03 11:51:00,44.1,19.0,37,29.81,10.0,WNW,11.5,Clear,290,2016-01-03,11,0
2016-01-03 12:51:00,44.1,19.9,38,29.79,10.0,North,11.5,Clear,0,2016-01-03,12,0
2016-01-03 13:51:00,44.1,21.0,40,29.8,10.0,West,8.1,Clear,280,2016-01-03,13,0
2016-01-03 14:51:00,42.1,21.0,43,29.81,10.0,NW,10.4,Mostly Cloudy,310,2016-01-03,14,1
2016-01-03 15:51:00,41.0,19.9,43,29.82,10.0,West,9.2,Clear,280,2016-01-03,15,0
2016-01-03 16:51:00,41.0,21.0,45,29.84,10.0,WNW,11.5,Overcast,290,2016-01-03,16,1
2016-01-03 17:51:00,41.0,21.0,45,29.86,10.0,WNW,6.9,Mostly Cloudy,290,2016-01-03,17,1
2016-01-03 18:51:00,39.9,21.0,47,29.88,10.0,West,9.2,Clear,280,2016-01-03,18,0
2016-01-03 19:51:00,39.0,21.9,50,29.89,10.0,WNW,8.1,Clear,290,2016-01-03,19,0
2016-01-03 20:51:00,37.9,21.9,53,29.88,10.0,WNW,10.4,Clear,290,2016-01-03,20,0
2016-01-03 21:51:00,37.0,21.9,54,29.88,10.0,West,9.2,Clear,280,2016-01-03,21,0
2016-01-03 22:51:00,37.0,23.0,57,29.89,10.0,West,9.2,Partly Cloudy,280,2016-01-03,22,0
2016-01-03 23:51:00,36.0,23.0,59,29.88,10.0,Variable,6.9,Partly Cloudy,0,2016-01-03,23,0
2016-01-04 00:51:00,36.0,23.0,59,29.87,10.0,Variable,4.6,Partly Cloudy,0,2016-01-04,0,0
2016-01-04 01:51:00,36.0,23.0,59,29.88,10.0,Variable,5.8,Overcast,0,2016-01-04,1,1
2016-01-04 02:51:00,35.1,19.0,52,29.9,10.0,Variable,3.5,Overcast,0,2016-01-04,2,1
2016-01-04 03:51:00,34.0,17.1,50,29.89,10.0,Variable,4.6,Overcast,0,2016-01-04,3,1
2016-01-04 04:51:00,33.1,15.1,48,29.9,10.0,NW,9.2,Overcast,310,2016-01-04,4,1
2016-01-04 05:51:00,30.9,15.1,52,29.94,10.0,NW,10.4,Partly Cloudy,310,2016-01-04,5,0
2016-01-04 06:51:00,30.0,14.0,51,29.96,10.0,NW,11.5,Mostly Cloudy,310,2016-01-04,6,1
2016-01-04 07:51:00,28.9,12.9,51,29.98,10.0,Variable,6.9,Overcast,0,2016-01-04,7,1
2016-01-04 08:51:00,28.9,12.9,51,30.01,10.0,Variable,6.9,Overcast,0,2016-01-04,8,1
2016-01-04 09:51:00,28.0,8.1,43,30.04,10.0,Variable,4.6,Partly Cloudy,0,2016-01-04,9,0
2016-01-04 10:51:00,28.0,8.1,43,30.04,10.0,WNW,11.5,Clear,300,2016-01-04,10,0
2016-01-04 11:51:00,28.0,5.0,38,30.02,10.0,NW,9.2,Clear,320,2016-01-04,11,0
2016-01-04 12:51:00,30.0,1.9,30,30.01,10.0,North,9.2,Clear,0,2016-01-04,12,0
2016-01-04 13:51:00,28.0,1.0,31,30.02,10.0,Variable,4.6,Clear,0,2016-01-04,13,0
2016-01-04 14:51:00,28.0,0.0,30,30.05,10.0,Variable,5.8,Clear,0,2016-01-04,14,0
2016-01-04 15:51:00,26.1,5.0,41,30.09,10.0,NE,11.5,Clear,40,2016-01-04,15,0
2016-01-04 16:51:00,23.0,3.9,44,30.14,10.0,NNE,11.5,Clear,30,2016-01-04,16,0
2016-01-04 17:51:00,21.0,3.0,46,30.18,10.0,NNE,12.7,Clear,20,2016-01-04,17,0
2016-01-04 18:51:00,19.9,1.0,44,30.23,10.0,North,12.7,Clear,0,2016-01-04,18,0
2016-01-04 19:51:00,19.0,1.9,47,30.27,10.0,North,12.7,Overcast,10,2016-01-04,19,1
2016-01-04 20:51:00,18.0,1.9,50,30.29,10.0,North,10.4,Partly Cloudy,360,2016-01-04,20,0
2016-01-04 21:51:00,17.1,0.0,47,30.32,10.0,North,9.2,Clear,350,2016-01-04,21,0
2016-01-05 02:51:00,12.0,-0.9,56,30.46,10.0,Variable,4.6,Clear,0,2016-01-05,2,0
2016-01-05 03:51:00,12.0,-2.0,53,30.47,10.0,Variable,6.9,Clear,0,2016-01-05,3,0
2016-01-05 04:51:00,12.0,-2.9,51,30.48,10.0,Variable,4.6,Clear,0,2016-01-05,4,0
2016-01-05 05:51:00,10.9,-2.9,54,30.52,10.0,NNE,10.4,Clear,30,2016-01-05,5,0
2016-01-05 06:51:00,10.9,-2.9,54,30.54,10.0,North,10.4,Clear,0,2016-01-05,6,0
2016-01-05 07:51:00,12.0,-2.0,53,30.54,10.0,Variable,5.8,Clear,0,2016-01-05,7,0
2016-01-05 08:51:00,12.9,-4.0,47,30.58,10.0,North,12.7,Clear,350,2016-01-05,8,0
2016-01-05 09:51:00,17.1,-2.0,43,30.61,10.0,North,12.7,Clear,0,2016-01-05,9,0
2016-01-05 10:51:00,19.0,-4.0,36,30.6,10.0,Variable,6.9,Clear,0,2016-01-05,10,0
2016-01-05 11:51:00,21.9,-5.1,30,30.6,10.0,NE,10.4,Clear,40,2016-01-05,11,0
2016-01-05 12:51:00,25.0,-6.0,26,30.58,10.0,Variable,6.9,Clear,0,2016-01-05,12,0
2016-01-05 13:51:00,27.0,-6.0,24,30.57,10.0,Variable,5.8,Clear,0,2016-01-05,13,0
2016-01-05 14:51:00,28.0,-4.0,25,30.58,10.0,WNW,4.6,Clear,300,2016-01-05,14,0
2016-01-05 15:51:00,28.0,-2.9,26,30.59,10.0,Calm,0.0,Clear,0,2016-01-05,15,0
2016-01-05 16:51:00,28.0,-4.0,25,30.6,10.0,Calm,0.0,Clear,0,2016-01-05,16,0
2016-01-05 17:51:00,27.0,-2.9,27,30.61,10.0,Calm,0.0,Clear,0,2016-01-05,17,0
2016-01-05 18:51:00,27.0,-2.9,27,30.62,10.0,Calm,0.0,Clear,0,2016-01-05,18,0
2016-01-05 19:51:00,28.0,-2.0,27,30.62,10.0,Calm,0.0,Clear,0,2016-01-05,19,0
2016-01-05 20:51:00,28.9,-2.0,26,30.62,10.0,WNW,3.5,Clear,290,2016-01-05,20,0
2016-01-05 21:51:00,28.0,0.0,30,30.61,10.0,Variable,3.5,Clear,0,2016-01-05,21,0
2016-01-05 22:51:00,28.0,0.0,30,30.61,10.0,Calm,0.0,Clear,0,2016-01-05,22,0
2016-01-05 23:51:00,27.0,1.0,33,30.59,10.0,West,3.5,Clear,280,2016-01-05,23,0
2016-01-06 00:51:00,28.0,1.0,31,30.58,10.0,WNW,3.5,Clear,290,2016-01-06,0,0
2016-01-06 01:51:00,27.0,3.9,37,30.58,10.0,Calm,0.0,Clear,0,2016-01-06,1,0
2016-01-06 02:51:00,26.1,5.0,41,30.57,10.0,Calm,0.0,Clear,0,2016-01-06,2,0
2016-01-06 03:51:00,26.1,7.0,44,30.56,10.0,NW,3.5,Clear,320,2016-01-06,3,0
2016-01-06 04:51:00,25.0,9.0,51,30.56,10.0,Calm,0.0,Clear,0,2016-01-06,4,0
2016-01-06 05:51:00,26.1,8.1,47,30.57,10.0,WNW,3.5,Clear,290,2016-01-06,5,0
2016-01-06 06:51:00,26.1,8.1,47,30.57,10.0,Calm,0.0,Clear,0,2016-01-06,6,0
2016-01-06 07:51:00,27.0,6.1,41,30.57,10.0,Calm,0.0,Clear,0,2016-01-06,7,0
2016-01-06 08:51:00,30.0,3.0,32,30.58,10.0,Variable,3.5,Clear,0,2016-01-06,8,0
2016-01-06 09:51:00,30.0,3.0,32,30.58,10.0,Variable,6.9,Clear,0,2016-01-06,9,0
2016-01-06 10:51:00,33.1,1.9,27,30.57,10.0,WSW,6.9,Clear,250,2016-01-06,10,0
2016-01-06 11:51:00,36.0,1.0,23,30.53,10.0,Calm,0.0,Clear,0,2016-01-06,11,0
2016-01-06 12:51:00,37.9,1.0,21,30.49,10.0,Calm,0.0,Clear,0,2016-01-06,12,0
2016-01-06 13:51:00,39.9,0.0,19,30.46,10.0,Variable,4.6,Clear,0,2016-01-06,13,0
2016-01-06 14:51:00,39.9,-0.9,18,30.45,10.0,WSW,4.6,Clear,240,2016-01-06,14,0
2016-01-06 15:51:00,39.0,1.0,20,30.44,10.0,SSW,3.5,Clear,210,2016-01-06,15,0
2016-01-06 16:51:00,37.9,3.0,23,30.43,10.0,WSW,3.5,Clear,240,2016-01-06,16,0
2016-01-06 17:51:00,37.9,6.1,27,30.43,10.0,SW,8.1,Clear,230,2016-01-06,17,0
2016-01-06 18:51:00,37.0,3.9,25,30.43,10.0,Variable,5.8,Clear,0,2016-01-06,18,0
2016-01-06 19:51:00,36.0,6.1,29,30.44,10.0,WSW,6.9,Clear,240,2016-01-06,19,0
2016-01-06 20:51:00,37.0,3.9,25,30.44,10.0,West,9.2,Clear,260,2016-01-06,20,0
2016-01-06 21:51:00,36.0,5.0,27,30.43,10.0,West,5.8,Clear,270,2016-01-06,21,0
2016-01-06 22:51:00,35.1,9.0,34,30.42,10.0,West,5.8,Clear,270,2016-01-06,22,0
2016-01-06 23:51:00,34.0,6.1,31,30.41,10.0,Calm,0.0,Clear,0,2016-01-06,23,0
2016-01-07 00:51:00,35.1,3.9,27,30.38,10.0,West,6.9,Clear,260,2016-01-07,0,0
2016-01-07 01:51:00,34.0,5.0,30,30.37,10.0,West,5.8,Clear,260,2016-01-07,1,0
2016-01-07 02:51:00,33.1,5.0,31,30.36,10.0,Calm,0.0,Clear,0,2016-01-07,2,0
2016-01-07 03:51:00,33.1,6.1,32,30.35,10.0,Calm,0.0,Clear,0,2016-01-07,3,0
2016-01-07 04:51:00,32.0,9.0,38,30.35,10.0,West,4.6,Clear,280,2016-01-07,4,0
2016-01-07 05:51:00,32.0,8.1,37,30.35,10.0,WNW,5.8,Partly Cloudy,290,2016-01-07,5,0
2016-01-07 06:51:00,30.9,7.0,37,30.34,10.0,Variable,3.5,Partly Cloudy,0,2016-01-07,6,0
2016-01-07 07:51:00,32.0,9.0,38,30.34,10.0,Calm,0.0,Clear,0,2016-01-07,7,0
2016-01-07 08:51:00,35.1,7.0,31,30.34,10.0,Variable,3.5,Mostly Cloudy,0,2016-01-07,8,1
2016-01-07 09:51:00,37.9,5.0,25,30.33,10.0,Calm,0.0,Partly Cloudy,0,2016-01-07,9,0
2016-01-07 10:51:00,42.1,6.1,23,30.31,10.0,ENE,3.5,Clear,60,2016-01-07,10,0
2016-01-07 11:51:00,42.1,8.1,25,30.28,10.0,Calm,0.0,Mostly Cloudy,0,2016-01-07,11,1
2016-01-07 12:51:00,44.1,10.0,25,30.25,10.0,West,3.5,Overcast,270,2016-01-07,12,1
2016-01-07 13:00:00,45.0,9.0,23,30.27,10.0,Variable,3.5,Overcast,0,2016-01-07,13,1
2016-01-07 13:33:00,45.0,10.0,24,30.25,10.0,WNW,3.5,Mostly Cloudy,300,2016-01-07,13,1
2016-01-07 13:51:00,45.0,10.0,24,30.24,10.0,Calm,0.0,Overcast,0,2016-01-07,13,1
2016-01-07 14:51:00,45.0,9.0,23,30.23,10.0,Calm,0.0,Overcast,0,2016-01-07,14,1
2016-01-07 15:23:00,46.0,15.1,29,30.25,10.0,Calm,0.0,Overcast,0,2016-01-07,15,1
2016-01-07 15:44:00,45.0,12.9,27,30.25,10.0,Calm,0.0,Overcast,0,2016-01-07,15,1
2016-01-07 15:51:00,46.0,12.9,26,30.23,10.0,Calm,0.0,Overcast,0,2016-01-07,15,1
2016-01-07 16:51:00,45.0,18.0,34,30.23,10.0,WNW,3.5,Clear,290,2016-01-07,16,0
2016-01-07 17:51:00,45.0,21.9,40,30.25,10.0,West,3.5,Overcast,280,2016-01-07,17,1
2016-01-07 18:51:00,44.1,18.0,35,30.24,10.0,WNW,4.6,Mostly Cloudy,290,2016-01-07,18,1
2016-01-07 19:51:00,42.1,19.0,40,30.23,10.0,Calm,0.0,Clear,0,2016-01-07,19,0
2016-01-07 20:51:00,42.1,19.0,40,30.22,10.0,WNW,3.5,Clear,300,2016-01-07,20,0
2016-01-07 21:51:00,42.1,19.0,40,30.21,10.0,NW,3.5,Clear,310,2016-01-07,21,0
2016-01-07 22:51:00,39.0,19.9,46,30.2,10.0,ENE,3.5,Clear,60,2016-01-07,22,0
2016-01-07 23:51:00,39.2,17.6,42,30.2,10.0,North,3.5,Unknown,0,2016-01-07,23,0
2016-01-08 00:51:00,37.4,21.2,52,30.2,10.0,North,3.5,Unknown,0,2016-01-08,0,0
2016-01-08 01:51:00,37.4,21.2,52,30.2,10.0,North,3.5,Unknown,0,2016-01-08,1,0
2016-01-08 02:51:00,37.4,21.2,52,30.2,10.0,North,3.5,Unknown,0,2016-01-08,2,0
2016-01-08 03:51:00,35.6,19.4,52,30.2,10.0,North,3.5,Unknown,0,2016-01-08,3,0
2016-01-08 04:51:00,35.6,17.6,48,30.2,10.0,North,3.5,Unknown,0,2016-01-08,4,0
2016-01-08 05:51:00,35.6,17.6,48,30.2,10.0,North,3.5,Unknown,0,2016-01-08,5,0
2016-01-08 06:51:00,35.6,21.2,56,30.2,10.0,North,3.5,Unknown,0,2016-01-08,6,0
2016-01-08 07:51:00,37.4,24.8,60,30.2,10.0,North,3.5,Unknown,0,2016-01-08,7,0
2016-01-08 09:51:00,39.2,30.2,70,30.2,10.0,North,3.5,Unknown,0,2016-01-08,9,0
2016-01-08 10:51:00,41.0,30.2,65,30.2,10.0,North,3.5,Unknown,0,2016-01-08,10,0
2016-01-08 11:51:00,42.8,39.2,87,30.2,10.0,North,3.5,Unknown,0,2016-01-08,11,0
2016-01-08 12:51:00,42.8,33.8,70,30.2,10.0,North,3.5,Unknown,0,2016-01-08,12,0
2016-01-08 13:51:00,42.8,32.0,66,30.2,10.0,North,3.5,Unknown,0,2016-01-08,13,0
2016-01-08 14:28:00,43.0,30.9,62,30.19,10.0,East,10.4,Mostly Cloudy,80,2016-01-08,14,1
2016-01-08 14:51:00,43.0,30.9,62,30.17,10.0,Variable,6.9,Overcast,0,2016-01-08,14,1
2016-01-08 15:51:00,43.0,33.1,68,30.17,10.0,NE,5.8,Overcast,50,2016-01-08,15,1
2016-01-08 16:51:00,44.1,33.1,65,30.17,10.0,NE,5.8,Overcast,50,2016-01-08,16,1
2016-01-08 17:28:00,44.1,33.1,65,30.2,10.0,East,8.1,Overcast,80,2016-01-08,17,1
2016-01-08 17:48:00,44.6,33.8,66,30.2,10.0,Variable,6.9,Overcast,0,2016-01-08,17,1
2016-01-08 17:51:00,44.1,33.1,65,30.18,10.0,SE,5.8,Overcast,130,2016-01-08,17,1
2016-01-08 18:36:00,44.1,30.9,60,30.21,10.0,SE,9.2,Mostly Cloudy,130,2016-01-08,18,1
2016-01-08 18:51:00,44.1,30.9,60,30.19,10.0,North,9.2,Overcast,0,2016-01-08,18,1
2016-01-08 19:51:00,44.1,30.9,60,30.21,10.0,East,6.9,Overcast,90,2016-01-08,19,1
2016-01-08 20:51:00,44.1,30.9,60,30.21,10.0,Variable,5.8,Overcast,0,2016-01-08,20,1
2016-01-08 21:10:00,43.0,32.0,65,30.22,10.0,ENE,9.2,Overcast,70,2016-01-08,21,1
2016-01-08 21:42:00,42.1,33.1,70,30.22,10.0,ENE,10.4,Overcast,70,2016-01-08,21,1
2016-01-08 21:51:00,42.1,33.1,70,30.2,10.0,ENE,10.4,Overcast,60,2016-01-08,21,1
2016-01-08 22:51:00,42.1,33.1,70,30.21,10.0,East,9.2,Overcast,80,2016-01-08,22,1
2016-01-08 23:18:00,42.1,33.1,70,30.22,10.0,ENE,10.4,Overcast,60,2016-01-08,23,1
2016-01-08 23:46:00,42.8,33.8,70,30.2,10.0,East,10.4,Overcast,90,2016-01-08,23,1
2016-01-08 23:51:00,41.0,32.0,70,30.18,10.0,East,11.5,Overcast,80,2016-01-08,23,1
2016-01-09 00:51:00,41.0,32.0,70,30.18,10.0,ENE,9.2,Overcast,60,2016-01-09,0,1
2016-01-09 01:51:00,41.0,33.1,73,30.18,10.0,ENE,12.7,Mostly Cloudy,70,2016-01-09,1,1
2016-01-09 02:51:00,41.0,33.1,73,30.18,10.0,East,8.1,Partly Cloudy,80,2016-01-09,2,0
2016-01-09 03:51:00,39.9,33.1,77,30.17,10.0,East,9.2,Mostly Cloudy,80,2016-01-09,3,1
2016-01-09 04:51:00,41.0,34.0,76,30.16,10.0,Variable,6.9,Overcast,0,2016-01-09,4,1
2016-01-09 05:51:00,41.0,34.0,76,30.17,10.0,East,10.4,Overcast,80,2016-01-09,5,1
2016-01-09 06:51:00,41.0,35.1,79,30.17,10.0,ENE,9.2,Overcast,60,2016-01-09,6,1
2016-01-09 07:38:00,42.1,36.0,79,30.19,10.0,East,8.1,Overcast,90,2016-01-09,7,1
2016-01-09 07:51:00,42.1,36.0,79,30.17,9.0,East,8.1,Overcast,80,2016-01-09,7,1
2016-01-09 08:51:00,42.1,36.0,79,30.18,9.0,ENE,11.5,Overcast,70,2016-01-09,8,1
2016-01-09 09:51:00,44.1,37.0,76,30.21,9.0,ENE,9.2,Overcast,70,2016-01-09,9,1
2016-01-09 10:07:00,45.0,37.0,74,30.23,9.0,East,6.9,Overcast,80,2016-01-09,10,1
2016-01-09 10:16:00,44.1,37.0,76,30.23,9.0,Variable,6.9,Overcast,0,2016-01-09,10,1
2016-01-09 10:51:00,44.1,37.0,76,30.19,9.0,East,9.2,Overcast,80,2016-01-09,10,1
2016-01-09 11:26:00,46.0,37.0,71,30.2,9.0,East,9.2,Overcast,80,2016-01-09,11,1
2016-01-09 11:51:00,46.0,37.0,71,30.17,9.0,Variable,4.6,Overcast,0,2016-01-09,11,1
2016-01-09 12:51:00,46.0,39.9,79,30.16,5.0,NE,5.8,Light Rain,50,2016-01-09,12,1
2016-01-09 13:51:00,46.0,39.9,79,30.13,8.0,ENE,8.1,Overcast,60,2016-01-09,13,1
2016-01-09 14:00:00,46.0,39.0,76,30.15,8.0,ENE,10.4,Overcast,70,2016-01-09,14,1
2016-01-09 14:44:00,46.0,39.9,79,30.15,8.0,ENE,11.5,Overcast,60,2016-01-09,14,1
2016-01-09 14:51:00,46.0,39.0,76,30.13,8.0,ENE,9.2,Overcast,60,2016-01-09,14,1
2016-01-09 15:51:00,45.0,39.0,80,30.13,8.0,East,8.1,Overcast,90,2016-01-09,15,1
2016-01-09 16:51:00,45.0,39.9,82,30.14,9.0,East,8.1,Overcast,100,2016-01-09,16,1
2016-01-09 17:51:00,46.0,39.9,79,30.14,10.0,East,5.8,Overcast,80,2016-01-09,17,1
2016-01-09 18:01:00,46.0,39.9,79,30.17,9.0,Variable,5.8,Overcast,0,2016-01-09,18,1
2016-01-09 18:51:00,46.0,39.9,79,30.14,10.0,ESE,6.9,Overcast,110,2016-01-09,18,1
2016-01-09 19:26:00,46.9,39.9,77,30.16,10.0,Variable,6.9,Overcast,0,2016-01-09,19,1
2016-01-09 19:51:00,46.9,39.9,77,30.14,10.0,East,10.4,Overcast,100,2016-01-09,19,1
2016-01-09 20:51:00,46.0,39.9,79,30.13,7.0,East,5.8,Overcast,90,2016-01-09,20,1
2016-01-09 21:51:00,46.0,41.0,83,30.1,8.0,ENE,6.9,Overcast,60,2016-01-09,21,1
2016-01-09 22:51:00,46.0,41.0,83,30.07,5.0,Variable,6.9,Haze,0,2016-01-09,22,0
2016-01-09 23:51:00,46.0,42.1,86,30.06,4.0,ENE,5.8,Overcast,70,2016-01-09,23,1
2016-01-10 00:51:00,46.0,42.1,86,30.01,5.0,ENE,10.4,Overcast,70,2016-01-10,0,1
2016-01-10 01:51:00,46.0,42.1,86,29.96,7.0,ENE,11.5,Overcast,70,2016-01-10,1,1
2016-01-10 02:51:00,46.0,42.1,86,29.92,8.0,ENE,15.0,Light Rain,70,2016-01-10,2,1
2016-01-10 03:47:00,44.6,42.8,93,29.9,2.5,East,11.5,Rain,80,2016-01-10,3,1
2016-01-10 03:51:00,45.0,42.1,90,29.88,3.0,ENE,10.4,Rain,70,2016-01-10,3,1
2016-01-10 04:12:00,45.0,42.1,90,29.88,2.5,ENE,9.2,Rain,70,2016-01-10,4,1
2016-01-10 04:39:00,45.0,42.1,90,29.85,3.0,East,13.8,Rain,80,2016-01-10,4,1
2016-01-10 04:41:00,45.0,42.1,90,29.84,2.5,ENE,15.0,Heavy Rain,70,2016-01-10,4,1
2016-01-10 04:51:00,45.0,42.1,90,29.82,1.5,ENE,17.3,Heavy Rain,70,2016-01-10,4,1
2016-01-10 05:02:00,45.0,42.1,90,29.84,1.8,ENE,17.3,Heavy Rain,70,2016-01-10,5,1
2016-01-10 05:37:00,45.0,42.1,90,29.78,3.0,ENE,18.4,Light Rain,70,2016-01-10,5,1
2016-01-10 05:46:00,44.6,42.8,93,29.8,1.8,East,9.2,Heavy Rain,80,2016-01-10,5,1
2016-01-10 05:51:00,45.0,42.1,90,29.76,1.8,ENE,11.5,Rain,70,2016-01-10,5,1
